taxonomy [copies/gr],taxa [copies/gr],DTN00I,DTN00J,DTN00K,DTN00L
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Paenarthrobacter;Paenarthrobacter sp.,Paenarthrobacter sp.,1743579,7393962,9777269,4584390
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter oxydans,Pseudarthrobacter oxydans,20850286,93768900,57164659,24580770
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter polychromogenes,Pseudarthrobacter polychromogenes,678057,1344359,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter sp.,Pseudarthrobacter sp.,205839,0,545076,180963
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcales Incertae Sedis;Luteimicrobium;Luteimicrobium sp.,Luteimicrobium sp.,121082,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;Cellulosimicrobium cellulans,Cellulosimicrobium cellulans,1707254,3024803,749476,90480
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola;Isoptericola dokdonensis,Isoptericola dokdonensis,1331900,0,0,90480
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola;Isoptericola variabilis,Isoptericola variabilis,3826186,1344359,238469,0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora;Promicromonospora sukumoe,Promicromonospora sukumoe,0,2688714,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Xylanimonas;Xylanimonas cellulosilytica,Xylanimonas cellulosilytica,193732,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora sp.,Actinocatenispora sp.,36325,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes atraurantiacus,Actinoplanes atraurantiacus,0,6721786,170334,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes auranticolor,Actinoplanes auranticolor,217946,45035959,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes cibodasensis,Actinoplanes cibodasensis,121082,1008269,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes cyaneus,Actinoplanes cyaneus,351136,2352624,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes deccanensis,Actinoplanes deccanensis,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes derwentensis,Actinoplanes derwentensis,774925,3696983,715410,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes digitatis,Actinoplanes digitatis,1186600,3024803,0,211123
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes friuliensis,Actinoplanes friuliensis,2300554,16132283,374738,452407
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes globisporus,Actinoplanes globisporus,0,0,340672,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes italicus,Actinoplanes italicus,399571,2688714,3474848,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes philippinensis,Actinoplanes philippinensis,72650,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes regularis,Actinoplanes regularis,0,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sarveparensis,Actinoplanes sarveparensis,0,0,0,241283
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sp.,Actinoplanes sp.,1307682,22517979,7801376,512727
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes subtropicus,Actinoplanes subtropicus,278489,0,136269,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes toevensis,Actinoplanes toevensis,84757,3360893,272538,241283
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes tuftoflagellus,Actinoplanes tuftoflagellus,1138168,3024803,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes utahensis,Actinoplanes utahensis,96864,1680445,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Allocatelliglobosispora;Allocatelliglobosispora scoriae,Allocatelliglobosispora scoriae,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa;Asanoa sp.,Asanoa sp.,1501414,16132283,1737424,542887
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora;Catellatospora bangladeshensis,Catellatospora bangladeshensis,0,0,170334,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora;Catellatospora sp.,Catellatospora sp.,605411,13107479,647276,573050
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catelliglobosispora;Catelliglobosispora koreensis,Catelliglobosispora koreensis,0,0,306603,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catenuloplanes;Catenuloplanes sp.,Catenuloplanes sp.,48432,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium sp.,Dactylosporangium sp.,714382,7057876,1805559,693690
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Hamadaea;Hamadaea sp.,Hamadaea sp.,145296,0,136269,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Longispora;Longispora sp.,Longispora sp.,314814,0,170334,150803
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;Luedemannella sp.,Luedemannella sp.,544868,11427034,1601155,1357220
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora chokoriensis,Micromonospora chokoriensis,0,0,442872,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coriariae,Micromonospora coriariae,1501414,8738321,306603,180963
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coxensis,Micromonospora coxensis,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinaurantiaca,Micromonospora echinaurantiaca,0,0,0,241283
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinofusca,Micromonospora echinofusca,84757,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinospora,Micromonospora echinospora,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora pisi,Micromonospora pisi,0,7730052,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp.,Micromonospora sp.,2869639,31256300,2180297,2654120
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora zamorensis,Micromonospora zamorensis,3208668,6385697,0,150803
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans sp.,Phytohabitans sp.,145296,3696983,0,211123
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Planosporangium;Planosporangium sp.,Planosporangium sp.,0,0,102200,120643
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora;Plantactinospora siamensis,Plantactinospora siamensis,230057,6385697,136269,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora;Plantactinospora sp.,Plantactinospora sp.,387461,1344359,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Polymorphospora;Polymorphospora rubra,Polymorphospora rubra,0,0,0,211123
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Rhizocola;Rhizocola sp.,Rhizocola sp.,96864,1008269,374738,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Rugosimonospora;Rugosimonospora sp.,Rugosimonospora sp.,0,0,170334,150803
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Salinispora;Salinispora sp.,Salinispora sp.,290596,16468372,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;Virgisporangium ochraceum,Virgisporangium ochraceum,242164,10754855,136269,0
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;Virgisporangium sp.,Virgisporangium sp.,496436,0,2214366,1387380
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;Actinopolymorpha singaporensis,Actinopolymorpha singaporensis,0,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;Actinopolymorpha sp.,Actinopolymorpha sp.,230057,5041338,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium choanae,Aeromicrobium choanae,411679,0,170334,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium marinum,Aeromicrobium marinum,0,4369159,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium massiliense,Aeromicrobium massiliense,1271357,3360893,238469,90480
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium sp.,Aeromicrobium sp.,1392439,3024803,1601155,422247
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium tamlense,Aeromicrobium tamlense,835464,0,1737424,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella endophytica,Kribbella endophytica,1574064,4033072,919814,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sandramycini,Kribbella sandramycini,0,0,0,241283
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp.,Kribbella sp.,108975,0,238469,150803
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola bigeumensis,Marmoricola bigeumensis,0,0,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola ginsengisoli,Marmoricola ginsengisoli,0,0,204403,150803
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp.,Marmoricola sp.,4891704,9074410,3338579,361927
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola terrae,Marmoricola terrae,0,3360893,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;Mumia xiangluensis,Mumia xiangluensis,593300,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides albus,Nocardioides albus,133189,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides alpinus,Nocardioides alpinus,0,0,442872,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides aromaticivorans,Nocardioides aromaticivorans,448004,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides dilutus,Nocardioides dilutus,399571,0,0,271443
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides exalbidus,Nocardioides exalbidus,326921,2016534,715410,150803
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides halotolerans,Nocardioides halotolerans,133189,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides hankookensis,Nocardioides hankookensis,0,0,0,271443
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides insulae,Nocardioides insulae,205839,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides islandensis,Nocardioides islandensis,593300,0,613207,150803
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides kandeliae,Nocardioides kandeliae,72650,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides marinus,Nocardioides marinus,60539,0,136269,120643
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides pelophilus,Nocardioides pelophilus,375354,1680445,0,90480
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides plantarum,Nocardioides plantarum,254271,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides pyridinolyticus,Nocardioides pyridinolyticus,133189,0,204403,452407
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides rubriscoriae,Nocardioides rubriscoriae,0,2688714,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp.,Nocardioides sp.,75833525,144518379,27594383,9651343
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides taihuensis,Nocardioides taihuensis,0,2016534,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides terrae,Nocardioides terrae,181621,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides ultimimeridianus,Nocardioides ultimimeridianus,0,0,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Thermasporomyces;Thermasporomyces composti,Thermasporomyces composti,181621,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Friedmanniella;Friedmanniella sp.,Friedmanniella sp.,108975,0,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Friedmanniella;Microlunatus lacustris,Microlunatus lacustris,375354,0,0,90480
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus sp.,Microlunatus sp.,1259250,0,613207,120643
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora lutea,Actinomycetospora lutea,121082,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp.,Actinomycetospora sp.,9856057,15124017,579141,542887
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sp.,Actinophytocola sp.,133189,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema;Alloactinosynnema sp.,Alloactinosynnema sp.,0,0,204403,301603
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis rhabdoformis,Amycolatopsis rhabdoformis,508543,3360893,204403,211123
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sp.,Amycolatopsis sp.,145296,0,238469,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella;Crossiella sp.,Crossiella sp.,1634604,10082676,1090148,8957653
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;Kibdelosporangium sp.,Kibdelosporangium sp.,0,0,4190259,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;Lechevalieria sp.,Lechevalieria sp.,133189,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;Lentzea albidocapillata,Lentzea albidocapillata,496436,2688714,681341,482567
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;Lentzea kentuckyensis,Lentzea kentuckyensis,0,1344359,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia alaniniphila,Pseudonocardia alaniniphila,339029,6721786,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia asaccharolytica,Pseudonocardia asaccharolytica,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia dioxanivorans,Pseudonocardia dioxanivorans,278489,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia endophytica,Pseudonocardia endophytica,556975,1008269,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia halophobica,Pseudonocardia halophobica,617518,2352624,306603,211123
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia hispaniensis,Pseudonocardia hispaniensis,0,0,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia kunmingensis,Pseudonocardia kunmingensis,0,1008269,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia saturnea,Pseudonocardia saturnea,0,5377428,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp.,Pseudonocardia sp.,13803325,42683334,5791414,1508023
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia spinosispora,Pseudonocardia spinosispora,121082,3024803,0,90480
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia zijingensis,Pseudonocardia zijingensis,702275,0,340672,180963
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora azurea,Saccharomonospora azurea,36325,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora cavernae,Saccharopolyspora cavernae,0,0,170334,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora rectivirgula,Saccharopolyspora rectivirgula,84757,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora sp.,Saccharopolyspora sp.,36325,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix sp.,Saccharothrix sp.,84757,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix xinjiangensis,Saccharothrix xinjiangensis,169514,5377428,0,241283
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora aureofaciens,Kitasatospora aureofaciens,108975,0,579141,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus luteoalbus,Streptacidiphilus luteoalbus,0,3696983,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Embleya scabrispora,Embleya scabrispora,169514,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces abyssalis,Streptomyces abyssalis,0,0,0,90480
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces albidoflavus,Streptomyces albidoflavus,0,8066141,272538,1055617
